"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"04/12/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"04/13/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"04/14/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"04/15/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"04/16/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","14","58.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"04/17/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"04/18/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"04/19/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"04/20/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"04/21/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"04/22/2019","AQS","250250042","1","0.4","ppm","5","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"04/23/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"04/24/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"04/25/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"04/26/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"04/27/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"04/28/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"04/29/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"04/30/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/01/2019","AQS","250250042","1","0.4","ppm","5","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/02/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/03/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/04/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/05/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/06/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/07/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/08/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/09/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/10/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/11/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/12/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/13/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/14/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/15/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/16/2019","AQS","250250042","1","0.4","ppm","5","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/17/2019","AQS","250250042","1","0.5","ppm","6","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/18/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/19/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/20/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/21/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/22/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/23/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/24/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/25/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/26/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/27/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/28/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/29/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/30/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"05/31/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/01/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/02/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/03/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/04/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/05/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/06/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/07/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/08/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/09/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/10/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/11/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/12/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","13","54.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/13/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/14/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/15/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/16/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/17/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/18/2019","AQS","250250042","1","0.4","ppm","5","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/19/2019","AQS","250250042","1","0.4","ppm","5","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/20/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/21/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/22/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/23/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/24/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/25/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/26/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/27/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/28/2019","AQS","250250042","1","0.4","ppm","5","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/29/2019","AQS","250250042","1","0.4","ppm","5","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"06/30/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/01/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/02/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/03/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/04/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/05/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/06/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/07/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/08/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/09/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/10/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/11/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/12/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/13/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/14/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/15/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/16/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/17/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/18/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/19/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/20/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/21/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/22/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/23/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/24/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/25/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/26/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/27/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/28/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/29/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/30/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"07/31/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"08/01/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"08/02/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"08/03/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"08/04/2019","AQS","250250042","1","0.3","ppm","3","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
"08/05/2019","AQS","250250042","1","0.2","ppm","2","DUDLEY SQUARE ROXBURY","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","025","Suffolk","42.3295","-71.0826"
