"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"02/04/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/05/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/06/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/07/2016","AQS","250092006","1","0.3","ppm","3","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/08/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","20","83.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/09/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","20","83.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/10/2016","AQS","250092006","1","0.4","ppm","5","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/11/2016","AQS","250092006","1","0.3","ppm","3","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/12/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/13/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/14/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","20","83.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/15/2016","AQS","250092006","1","0.3","ppm","3","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/16/2016","AQS","250092006","1","0.3","ppm","3","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/17/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/18/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/19/2016","AQS","250092006","1","0.3","ppm","3","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/20/2016","AQS","250092006","1","0.3","ppm","3","LYNN WATER TREATMENT PLANT","20","83.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/21/2016","AQS","250092006","1","0.3","ppm","3","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/22/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/23/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/24/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/25/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/26/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","20","83.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/27/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/28/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"02/29/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/01/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/02/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/03/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","20","83.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/04/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/05/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/06/2016","AQS","250092006","1","0.3","ppm","3","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/07/2016","AQS","250092006","1","0.3","ppm","3","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/08/2016","AQS","250092006","1","0.3","ppm","3","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/09/2016","AQS","250092006","1","0.3","ppm","3","LYNN WATER TREATMENT PLANT","20","83.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/10/2016","AQS","250092006","1","0.4","ppm","5","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/11/2016","AQS","250092006","1","0.3","ppm","3","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/12/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/13/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/14/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/15/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","14","58.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/16/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/17/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","14","58.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/18/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/19/2016","AQS","250092006","1","0.1","ppm","1","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/20/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/21/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","19","79.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/22/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/23/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","17","71.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/24/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/25/2016","AQS","250092006","1","0.3","ppm","3","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/26/2016","AQS","250092006","1","0.3","ppm","3","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/27/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","19","79.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/28/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/29/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/30/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"03/31/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/01/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/02/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","19","79.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/03/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/04/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/05/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/06/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/07/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/08/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/09/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/10/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/11/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/12/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/13/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/14/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/15/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/16/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/17/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/18/2016","AQS","250092006","1","0.3","ppm","3","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/19/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
"04/20/2016","AQS","250092006","1","0.2","ppm","2","LYNN WATER TREATMENT PLANT","24","100.0000","42101","Carbon monoxide","593","14460","Boston-Cambridge-Newton, MA-NH","25","Massachusetts","009","Essex","42.4746421384544","-70.9708155859215"
