"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"04/10/2023","AQS","250051004","1","0.054","ppm","50","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"04/11/2023","AQS","250051004","1","0.058","ppm","61","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"04/12/2023","AQS","250051004","1","0.059","ppm","64","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"04/13/2023","AQS","250051004","1","0.08","ppm","133","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"04/14/2023","AQS","250051004","1","0.076","ppm","119","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"04/15/2023","AQS","250051004","1","0.036","ppm","33","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"04/16/2023","AQS","250051004","1","0.035","ppm","32","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"04/17/2023","AQS","250051004","1","0.037","ppm","34","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"04/18/2023","AQS","250051004","1","0.047","ppm","44","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"04/19/2023","AQS","250051004","1","0.042","ppm","39","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"04/21/2023","AQS","250051004","1","0.051","ppm","47","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"04/22/2023","AQS","250051004","1","0.043","ppm","40","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"04/23/2023","AQS","250051004","1","0.046","ppm","43","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"04/24/2023","AQS","250051004","1","0.045","ppm","42","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"04/25/2023","AQS","250051004","1","0.05","ppm","46","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"04/26/2023","AQS","250051004","1","0.051","ppm","47","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"04/27/2023","AQS","250051004","1","0.054","ppm","50","FALL RIVER","14","82.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"04/28/2023","AQS","250051004","1","0.053","ppm","49","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"04/29/2023","AQS","250051004","1","0.047","ppm","44","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"04/30/2023","AQS","250051004","1","0.047","ppm","44","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/01/2023","AQS","250051004","1","0.051","ppm","47","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/02/2023","AQS","250051004","1","0.045","ppm","42","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/03/2023","AQS","250051004","1","0.042","ppm","39","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/04/2023","AQS","250051004","1","0.039","ppm","36","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/05/2023","AQS","250051004","1","0.038","ppm","35","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/06/2023","AQS","250051004","1","0.044","ppm","41","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/07/2023","AQS","250051004","1","0.052","ppm","48","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/08/2023","AQS","250051004","1","0.049","ppm","45","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/09/2023","AQS","250051004","1","0.045","ppm","42","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/10/2023","AQS","250051004","1","0.053","ppm","49","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/11/2023","AQS","250051004","1","0.059","ppm","64","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/12/2023","AQS","250051004","1","0.07","ppm","100","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/13/2023","AQS","250051004","1","0.062","ppm","74","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/14/2023","AQS","250051004","1","0.041","ppm","38","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/15/2023","AQS","250051004","1","0.053","ppm","49","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/16/2023","AQS","250051004","1","0.062","ppm","74","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/17/2023","AQS","250051004","1","0.046","ppm","43","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/18/2023","AQS","250051004","1","0.045","ppm","42","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/19/2023","AQS","250051004","1","0.047","ppm","44","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/20/2023","AQS","250051004","1","0.043","ppm","40","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/21/2023","AQS","250051004","1","0.042","ppm","39","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/22/2023","AQS","250051004","1","0.038","ppm","35","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/23/2023","AQS","250051004","1","0.042","ppm","39","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/24/2023","AQS","250051004","1","0.05","ppm","46","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/25/2023","AQS","250051004","1","0.04","ppm","37","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/26/2023","AQS","250051004","1","0.049","ppm","45","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/27/2023","AQS","250051004","1","0.056","ppm","54","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/28/2023","AQS","250051004","1","0.054","ppm","50","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/29/2023","AQS","250051004","1","0.05","ppm","46","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/30/2023","AQS","250051004","1","0.04","ppm","37","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"05/31/2023","AQS","250051004","1","0.047","ppm","44","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/01/2023","AQS","250051004","1","0.05","ppm","46","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/02/2023","AQS","250051004","1","0.061","ppm","71","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/03/2023","AQS","250051004","1","0.021","ppm","19","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/04/2023","AQS","250051004","1","0.024","ppm","22","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/05/2023","AQS","250051004","1","0.028","ppm","26","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/06/2023","AQS","250051004","1","0.053","ppm","49","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/07/2023","AQS","250051004","1","0.04","ppm","37","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/08/2023","AQS","250051004","1","0.044","ppm","41","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/09/2023","AQS","250051004","1","0.035","ppm","32","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/10/2023","AQS","250051004","1","0.034","ppm","31","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/11/2023","AQS","250051004","1","0.059","ppm","64","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/12/2023","AQS","250051004","1","0.062","ppm","74","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/13/2023","AQS","250051004","1","0.053","ppm","49","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/14/2023","AQS","250051004","1","0.06","ppm","67","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/15/2023","AQS","250051004","1","0.049","ppm","45","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/16/2023","AQS","250051004","1","0.062","ppm","74","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/17/2023","AQS","250051004","1","0.054","ppm","50","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/18/2023","AQS","250051004","1","0.037","ppm","34","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/19/2023","AQS","250051004","1","0.032","ppm","30","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/20/2023","AQS","250051004","1","0.036","ppm","33","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/21/2023","AQS","250051004","1","0.033","ppm","31","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/22/2023","AQS","250051004","1","0.033","ppm","31","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/23/2023","AQS","250051004","1","0.032","ppm","30","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/24/2023","AQS","250051004","1","0.035","ppm","32","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/25/2023","AQS","250051004","1","0.048","ppm","44","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/26/2023","AQS","250051004","1","0.044","ppm","41","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/27/2023","AQS","250051004","1","0.058","ppm","61","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/28/2023","AQS","250051004","1","0.056","ppm","54","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"06/29/2023","AQS","250051004","1","0.054","ppm","50","FALL RIVER","15","88.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/03/2023","AQS","250051004","1","0.042","ppm","39","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/04/2023","AQS","250051004","1","0.047","ppm","44","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/06/2023","AQS","250051004","1","0.061","ppm","71","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/07/2023","AQS","250051004","1","0.042","ppm","39","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/08/2023","AQS","250051004","1","0.042","ppm","39","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/09/2023","AQS","250051004","1","0.036","ppm","33","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/10/2023","AQS","250051004","1","0.035","ppm","32","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/11/2023","AQS","250051004","1","0.05","ppm","46","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/12/2023","AQS","250051004","1","0.079","ppm","129","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/13/2023","AQS","250051004","1","0.059","ppm","64","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/14/2023","AQS","250051004","1","0.05","ppm","46","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/15/2023","AQS","250051004","1","0.038","ppm","35","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/16/2023","AQS","250051004","1","0.037","ppm","34","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/17/2023","AQS","250051004","1","0.058","ppm","61","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/18/2023","AQS","250051004","1","0.044","ppm","41","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/19/2023","AQS","250051004","1","0.053","ppm","49","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/20/2023","AQS","250051004","1","0.044","ppm","41","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/22/2023","AQS","250051004","1","0.047","ppm","44","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/23/2023","AQS","250051004","1","0.045","ppm","42","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/25/2023","AQS","250051004","1","0.048","ppm","44","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/27/2023","AQS","250051004","1","0.051","ppm","47","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/28/2023","AQS","250051004","1","0.067","ppm","90","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/29/2023","AQS","250051004","1","0.06","ppm","67","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/30/2023","AQS","250051004","1","0.032","ppm","30","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"07/31/2023","AQS","250051004","1","0.043","ppm","40","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/01/2023","AQS","250051004","1","0.038","ppm","35","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/02/2023","AQS","250051004","1","0.043","ppm","40","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/03/2023","AQS","250051004","1","0.048","ppm","44","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/04/2023","AQS","250051004","1","0.049","ppm","45","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/05/2023","AQS","250051004","1","0.06","ppm","67","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/06/2023","AQS","250051004","1","0.045","ppm","42","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/07/2023","AQS","250051004","1","0.044","ppm","41","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/08/2023","AQS","250051004","1","0.055","ppm","51","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/09/2023","AQS","250051004","1","0.038","ppm","35","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/10/2023","AQS","250051004","1","0.052","ppm","48","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/11/2023","AQS","250051004","1","0.047","ppm","44","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/12/2023","AQS","250051004","1","0.059","ppm","64","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/13/2023","AQS","250051004","1","0.051","ppm","47","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/14/2023","AQS","250051004","1","0.052","ppm","48","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/15/2023","AQS","250051004","1","0.041","ppm","38","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/16/2023","AQS","250051004","1","0.035","ppm","32","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/17/2023","AQS","250051004","1","0.037","ppm","34","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/18/2023","AQS","250051004","1","0.047","ppm","44","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/19/2023","AQS","250051004","1","0.036","ppm","33","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/20/2023","AQS","250051004","1","0.056","ppm","54","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/21/2023","AQS","250051004","1","0.058","ppm","61","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/22/2023","AQS","250051004","1","0.037","ppm","34","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/23/2023","AQS","250051004","1","0.043","ppm","40","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/24/2023","AQS","250051004","1","0.043","ppm","40","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/25/2023","AQS","250051004","1","0.039","ppm","36","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
"08/26/2023","AQS","250051004","1","0.037","ppm","34","FALL RIVER","17","100.0000","44201","Ozone","087","39300","Providence-Warwick, RI-MA","25","Massachusetts","005","Bristol","41.6857067155718","-71.1692346663934"
